,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64
2282,0,0,5,11,12,0,0,0,0,0,16,16,16,13,7,0,0,0,12,16,16,15,4,0,0,0,4,15,14,8,0,0,0,0,12,4,1,4,0,0,0,1,14,0,3,7,0,0,0,1,16,12,16,4,0,0,0,0,3,9,5,0,0,0
879,0,2,15,12,12,12,7,0,0,0,12,16,14,14,9,0,0,0,10,10,0,0,0,0,0,0,8,13,3,0,0,0,0,0,0,7,15,4,0,0,0,0,0,0,10,11,0,0,0,2,7,9,14,3,0,0,0,4,15,11,1,0,0,0
3624,0,0,9,16,12,1,0,0,0,7,16,13,16,9,0,0,0,9,6,0,12,12,0,0,0,0,0,0,11,10,0,0,0,0,0,2,15,6,0,0,0,0,0,11,12,0,0,0,0,0,12,16,13,9,2,0,0,0,11,16,16,16,11,0
2290,0,0,3,16,0,0,0,0,0,0,10,10,3,5,0,0,0,0,16,5,12,10,0,0,0,4,15,2,15,4,0,0,0,10,13,9,15,10,11,0,0,3,14,16,14,8,2,0,0,0,0,15,6,0,0,0,0,0,3,15,0,0,0,0
1515,0,0,5,14,16,10,0,0,0,3,15,13,8,15,6,0,0,0,14,13,7,16,9,0,0,0,10,16,16,12,3,0,0,0,6,16,16,3,0,0,0,0,14,13,16,7,0,0,0,0,14,12,14,9,0,0,0,0,6,14,11,2,0,0
1634,0,0,11,16,16,13,4,0,0,2,16,14,9,8,8,0,0,7,16,4,0,0,0,0,0,12,16,16,12,1,0,0,0,2,8,10,16,9,0,0,0,0,1,0,12,12,0,0,0,0,15,12,16,6,0,0,0,0,13,16,9,0,0,0
2128,0,3,10,16,14,14,3,0,0,8,16,9,12,12,3,0,0,7,15,8,7,1,0,0,0,5,16,16,16,11,0,0,0,0,1,0,4,15,3,0,0,0,2,0,4,16,4,0,0,2,15,10,14,16,2,0,0,1,11,12,12,4,0,0
3216,0,0,11,12,7,0,0,0,0,3,16,14,16,3,0,0,0,6,16,6,16,6,0,0,0,2,15,16,16,14,0,0,0,0,4,9,8,15,6,0,0,0,0,0,0,11,11,0,0,0,2,4,9,16,7,0,0,0,10,16,13,8,1,0
3072,0,0,5,14,11,2,0,0,0,3,16,10,15,13,0,0,0,8,13,0,14,16,1,0,0,3,16,13,16,15,3,0,0,0,3,16,16,3,0,0,0,0,1,16,16,14,0,0,0,0,6,16,13,16,4,0,0,0,5,15,12,12,1,0
3737,0,0,3,8,10,12,15,0,0,0,8,10,9,15,13,0,0,0,0,0,5,16,5,0,0,0,0,5,13,14,3,0,0,0,4,14,16,16,5,0,0,0,0,11,12,1,0,0,0,0,0,16,7,0,0,0,0,0,2,13,0,0,0,0
576,0,0,8,12,7,0,0,0,0,0,14,8,15,14,0,0,0,3,14,0,6,15,2,0,0,5,11,0,0,9,8,0,0,8,8,0,0,5,8,0,0,5,11,0,0,8,8,0,0,1,15,2,2,14,5,0,0,0,6,15,16,12,1,0
243,0,0,0,14,8,8,14,0,0,0,1,11,15,16,13,0,0,0,0,0,6,16,3,0,0,3,13,16,16,16,3,0,0,2,8,11,15,9,4,0,0,0,0,10,7,0,0,0,0,0,0,16,5,0,0,0,0,0,0,14,1,0,0,0
2491,0,0,10,15,11,2,0,0,0,2,16,7,14,10,0,0,0,3,16,1,9,16,1,0,0,0,11,14,15,16,5,0,0,0,1,4,5,10,7,0,0,0,0,0,0,11,9,0,0,0,9,8,9,15,6,0,0,0,7,15,12,6,0,0
1911,0,0,14,16,11,1,0,0,0,1,12,16,16,6,0,0,0,0,0,4,16,7,0,0,0,0,1,10,16,13,2,0,0,0,5,16,16,16,8,0,0,0,1,16,9,1,0,0,0,0,9,16,1,0,0,0,0,0,13,12,0,0,0,0
3725,0,0,4,14,11,3,0,0,0,0,14,4,8,3,0,0,0,0,15,1,7,14,10,0,0,0,5,16,12,0,0,0,0,0,3,16,9,0,0,0,0,0,9,7,13,0,0,0,0,0,11,10,13,0,0,0,0,0,5,15,11,0,0,0
1496,0,0,2,15,15,6,0,0,0,0,9,13,4,15,3,0,0,0,14,7,0,8,4,0,0,0,15,4,0,5,8,0,0,4,13,0,0,7,6,0,0,2,12,0,0,12,5,0,0,0,15,9,12,14,0,0,0,0,3,13,13,0,0,0
3154,0,0,0,5,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,16,8,0,0,0,0,0,9,14,4,1,0,0,0,0,16,7,16,8,0,0,0,11,16,15,16,16,3,0,0,13,16,16,16,16,7,0,0,0,0,5,16,2,0,0
2798,0,0,4,14,3,0,0,0,0,0,12,11,0,0,0,0,0,1,16,4,0,0,0,0,0,0,16,0,0,0,0,0,0,4,16,9,12,10,2,0,0,6,16,9,8,14,9,0,0,0,13,7,4,16,9,0,0,0,3,15,16,8,0,0
2444,0,3,14,14,2,0,0,0,0,10,15,14,11,0,0,0,0,11,7,5,16,0,0,0,0,1,2,0,16,3,0,0,0,0,0,7,12,0,0,0,0,0,1,12,15,7,0,0,0,1,15,16,16,16,11,0,0,1,10,10,5,6,7,0
2218,0,0,1,9,12,8,0,0,0,1,12,9,13,13,0,0,0,6,11,0,2,15,0,0,0,1,14,14,14,8,0,0,0,0,0,11,16,13,1,0,0,0,4,13,2,14,6,0,0,0,8,9,2,14,7,0,0,0,4,16,16,8,1,0
3325,0,0,2,12,16,7,0,0,0,5,13,13,14,14,0,0,0,6,15,0,0,10,3,0,0,6,12,0,0,5,8,0,0,6,10,0,0,11,5,0,0,3,13,2,13,16,5,0,0,0,11,16,16,15,2,0,0,0,3,16,15,4,0,0
414,0,0,6,13,2,0,0,0,0,3,15,14,8,0,0,0,0,8,6,5,12,0,0,0,0,3,2,4,10,0,0,0,0,0,0,8,8,0,0,0,0,0,0,13,4,0,0,0,0,0,10,16,16,16,7,0,0,0,7,12,10,13,7,0
3469,0,1,6,16,13,6,1,0,0,1,12,16,16,16,1,0,0,0,10,16,16,12,0,0,0,2,14,16,16,12,0,0,0,2,9,16,16,12,0,0,0,0,1,14,16,14,0,0,0,0,6,16,16,14,2,0,0,0,4,12,13,8,2,0
3136,0,1,10,13,10,1,0,0,0,6,14,4,10,15,2,0,0,8,12,0,2,16,3,0,0,2,14,8,10,16,4,0,0,0,2,4,4,13,6,0,0,0,0,0,0,12,8,0,0,6,12,2,6,16,4,0,0,1,10,16,13,5,0,0
1590,0,0,8,15,11,0,0,0,0,7,16,15,15,9,0,0,0,10,14,0,3,12,2,0,0,5,12,0,0,5,7,0,0,4,11,0,0,7,8,0,0,3,11,0,6,16,6,0,0,0,14,13,16,14,1,0,0,0,8,15,11,2,0,0
1767,0,0,12,13,9,6,2,0,0,4,16,16,16,16,7,0,0,7,13,3,5,3,0,0,0,7,14,5,0,0,0,0,0,4,16,16,5,0,0,0,0,1,9,16,12,0,0,0,0,0,5,12,12,0,0,0,0,0,8,15,5,0,0,0
2728,0,0,5,15,14,2,0,0,0,2,15,14,13,15,0,0,0,7,16,2,1,16,5,0,0,8,14,0,0,12,10,0,0,8,13,0,0,8,12,0,0,8,15,0,0,14,10,0,0,2,16,11,10,16,2,0,0,0,8,16,16,6,0,0
236,0,0,1,11,15,8,0,0,0,0,11,11,4,16,0,0,0,6,11,1,3,13,0,0,0,3,14,6,14,2,0,0,0,0,2,16,10,0,0,0,0,0,4,11,10,7,0,0,0,0,5,8,5,13,0,0,0,0,1,12,16,5,0,0
718,0,0,0,9,10,2,0,0,0,0,5,16,16,2,0,0,0,4,14,16,16,4,0,0,0,8,11,10,16,6,0,0,0,0,0,7,16,3,0,0,0,0,0,10,16,2,0,0,0,0,0,12,11,0,0,0,0,0,0,9,13,0,0,0
1345,0,0,2,13,3,0,0,0,0,0,11,15,4,0,0,0,0,0,11,8,0,0,0,0,0,0,14,5,0,0,0,0,0,0,16,13,16,14,4,0,0,0,15,15,9,13,12,0,0,0,13,11,2,15,9,0,0,0,2,14,15,11,1,0
1093,0,0,0,8,12,1,0,0,0,0,8,16,14,8,0,0,0,6,16,2,2,16,0,0,0,8,16,2,0,10,6,0,0,4,16,3,0,8,8,0,0,0,10,9,0,8,8,0,0,0,4,16,12,16,2,0,0,0,0,7,13,8,0,0
1706,0,0,0,2,14,0,0,0,0,0,1,13,14,1,0,0,0,0,5,16,4,0,0,0,0,0,11,8,0,0,0,0,0,0,12,8,1,0,0,0,0,0,8,16,16,14,5,0,0,0,4,16,4,8,16,3,0,0,0,4,11,15,14,6
3565,0,0,12,16,16,10,1,0,0,4,16,9,8,9,1,0,0,9,14,1,0,0,0,0,0,9,16,11,1,0,0,0,0,0,7,12,11,0,0,0,0,0,0,2,16,1,0,0,0,1,12,12,15,0,0,0,0,0,13,16,6,0,0,0
624,0,0,7,13,12,3,0,0,0,2,14,8,14,8,0,0,0,2,15,4,14,8,0,0,0,0,8,12,12,8,0,0,0,0,0,0,4,12,0,0,0,0,0,0,1,15,0,0,0,0,10,10,1,16,3,0,0,0,5,13,16,12,0,0
1301,0,0,7,12,14,6,0,0,0,7,16,14,14,6,0,0,0,5,16,10,3,0,0,0,0,6,16,16,16,6,0,0,0,3,7,4,10,14,0,0,0,0,0,0,10,15,1,0,0,0,2,15,16,8,0,0,0,0,5,16,9,0,0,0
3516,0,1,9,13,13,5,0,0,0,10,14,6,9,16,3,0,0,7,10,0,0,16,6,0,0,0,0,0,10,14,1,0,0,0,0,9,15,3,0,0,0,0,7,16,2,0,0,0,0,0,14,9,0,3,1,0,0,0,14,16,15,12,2,0
2857,0,0,5,16,5,0,0,0,0,0,11,15,2,0,0,0,0,1,16,10,0,0,0,0,0,6,16,3,0,0,0,0,0,8,16,15,16,14,2,0,0,8,16,12,8,13,11,0,0,8,16,12,2,13,9,0,0,0,5,13,16,15,1,0
2609,0,0,3,14,10,0,0,0,0,0,10,13,11,9,0,0,0,0,15,9,0,9,1,0,0,0,16,6,0,6,5,0,0,0,15,4,0,10,6,0,0,0,14,0,2,16,3,0,0,0,12,11,15,12,0,0,0,0,2,13,10,1,0,0
2507,0,2,13,10,0,0,0,0,0,8,15,14,7,0,0,0,0,8,5,4,12,0,0,0,0,2,3,2,15,0,0,0,0,0,0,4,9,0,0,0,0,0,0,11,9,0,0,0,0,0,9,16,14,12,10,0,0,0,16,13,12,14,11,0
2515,0,0,15,16,12,4,0,0,0,0,11,16,11,16,4,0,0,0,4,16,11,16,6,0,0,0,3,16,16,14,1,0,0,0,12,14,16,5,0,0,0,3,16,1,14,12,0,0,0,6,15,4,11,13,0,0,0,1,10,16,11,2,0,0
56,0,0,7,14,6,0,0,0,0,5,16,9,13,3,0,0,0,8,12,0,5,12,0,0,0,4,12,0,0,11,6,0,0,6,12,0,0,9,7,0,0,1,15,0,1,15,5,0,0,0,13,7,13,11,0,0,0,0,4,15,11,0,0,0
2709,0,0,7,14,16,16,7,0,0,0,12,14,9,8,2,0,0,0,14,4,0,0,0,0,0,3,16,16,9,0,0,0,0,8,16,14,16,3,0,0,0,2,2,0,12,8,0,0,0,0,6,15,15,2,0,0,0,0,11,11,3,0,0,0
1575,0,0,5,14,15,6,0,0,0,1,16,8,8,15,2,0,0,0,16,10,10,15,5,0,0,0,11,16,16,9,0,0,0,0,6,16,16,16,3,0,0,0,9,13,0,10,7,0,0,0,12,10,8,15,2,0,0,0,7,16,13,5,0,0
1151,0,0,4,11,4,0,0,0,0,0,12,15,16,14,0,0,0,4,15,0,5,12,6,0,0,6,10,0,0,7,8,0,0,7,8,0,0,8,8,0,0,6,13,0,1,13,3,0,0,2,16,10,12,13,0,0,0,0,6,13,12,1,0,0
771,0,2,13,16,14,3,0,0,0,11,15,8,14,14,0,0,0,9,6,0,6,15,2,0,0,0,0,0,11,13,0,0,0,0,0,2,16,6,0,0,0,0,1,12,13,0,0,0,0,1,12,16,8,4,4,0,0,2,15,16,16,16,16,5
2805,0,0,3,11,16,16,13,0,0,0,15,16,13,11,5,0,0,3,16,8,1,0,0,0,0,5,16,11,4,0,0,0,0,1,8,15,16,3,0,0,0,0,0,5,16,5,0,0,0,0,1,10,16,2,0,0,0,0,5,11,7,0,0,0
987,0,0,0,4,13,5,0,0,0,0,2,14,12,5,0,0,0,0,7,12,1,0,0,0,0,0,11,7,0,0,0,0,0,0,12,14,12,8,0,0,0,1,14,14,8,12,8,0,0,0,2,14,5,9,14,0,0,0,0,3,15,15,6,0
3008,0,0,0,5,16,10,0,0,0,0,0,13,14,0,0,0,0,0,3,16,9,0,0,0,0,0,7,16,4,0,0,0,0,0,10,16,12,8,1,0,0,2,16,16,16,16,11,0,0,1,9,16,11,12,16,1,0,0,0,6,16,16,10,0
3104,0,0,0,11,16,10,0,0,0,0,6,11,2,12,0,0,0,0,5,15,3,11,0,0,0,0,1,13,16,1,0,0,0,0,1,12,16,7,0,0,0,7,13,3,7,14,0,0,0,10,13,8,5,10,0,0,0,0,0,14,15,3,0,0
1523,0,0,0,9,4,0,0,0,0,0,0,16,3,0,0,0,0,0,8,12,0,1,0,0,0,4,15,2,1,15,3,0,0,8,13,0,8,16,3,0,0,8,16,16,16,13,4,0,0,0,4,10,13,0,0,0,0,0,0,7,12,0,0,0
490,0,0,6,16,16,10,0,0,0,1,15,11,6,15,3,0,0,7,16,2,0,11,9,0,0,12,14,0,0,9,11,0,0,8,16,0,0,8,12,0,0,4,16,5,0,9,11,0,0,1,14,13,6,16,3,0,0,0,5,15,16,6,0,0
2436,0,0,0,10,12,4,0,0,0,0,7,12,6,13,0,0,0,0,7,9,2,13,0,0,0,0,1,15,15,6,0,0,0,0,7,15,11,9,0,0,0,0,16,1,0,10,9,0,0,0,13,5,0,0,15,0,0,0,1,9,14,14,12,0
645,0,0,5,14,15,2,0,0,0,0,11,16,12,1,0,0,0,0,7,16,13,2,0,0,0,0,1,11,14,15,2,0,0,0,0,0,0,10,10,0,0,1,8,1,0,2,15,1,0,2,13,10,5,7,16,2,0,0,4,13,16,16,14,0
3137,0,0,6,15,11,1,0,0,0,0,15,7,13,15,2,0,0,5,14,0,2,16,4,0,0,3,15,8,10,16,4,0,0,0,6,12,10,14,8,0,0,2,3,0,0,12,7,0,0,9,15,8,8,16,3,0,0,0,7,15,15,4,0,0
3006,0,0,0,12,1,0,0,0,0,0,5,14,1,0,0,0,0,0,12,9,0,0,0,0,0,3,16,2,0,0,0,0,0,3,13,6,8,8,2,0,0,2,16,16,12,13,14,0,0,0,11,14,6,5,16,2,0,0,1,10,14,14,10,0
548,0,0,3,14,12,11,11,0,0,0,7,10,7,13,11,0,0,0,15,3,4,14,0,0,0,0,4,0,10,7,0,0,0,0,11,15,16,16,3,0,0,0,3,10,11,4,0,0,0,0,0,14,5,0,0,0,0,0,3,16,0,0,0,0
988,0,3,13,16,16,12,1,0,0,1,8,4,5,15,6,0,0,0,0,1,9,15,2,0,0,0,6,16,15,5,0,0,0,0,5,14,16,8,0,0,0,0,0,0,8,16,2,0,0,6,12,6,12,15,1,0,0,4,13,12,11,2,0,0
3726,0,0,1,16,12,1,0,0,0,0,11,16,16,10,0,0,0,0,13,7,3,12,2,0,0,1,15,1,0,10,6,0,0,2,13,0,0,11,8,0,0,3,15,1,0,13,9,0,0,0,9,10,3,16,11,0,0,0,0,8,12,12,3,0
675,0,0,9,13,7,0,0,0,0,2,15,10,14,6,0,0,0,12,13,0,9,16,2,0,0,8,16,12,14,16,6,0,0,1,8,8,10,16,2,0,0,0,0,0,1,16,5,0,0,0,8,4,7,16,2,0,0,0,10,15,16,13,0,0
2167,0,0,0,5,14,16,16,1,0,0,8,14,8,13,16,1,0,0,1,0,0,11,12,0,0,0,0,2,4,14,8,0,0,2,11,16,16,16,8,0,0,7,10,5,11,10,0,0,0,0,0,1,15,3,0,0,0,0,0,8,12,0,0,0
822,0,1,14,15,2,0,0,0,0,2,13,12,12,0,0,0,0,0,0,4,16,3,0,0,0,0,0,1,16,6,0,0,0,0,0,5,16,0,0,0,0,0,0,8,12,0,0,0,0,0,5,16,10,8,7,1,0,1,15,16,16,14,12,2
2471,0,1,15,15,2,0,0,0,0,9,15,12,10,0,0,0,0,8,10,8,12,0,0,0,0,1,1,5,15,0,0,0,0,0,0,6,14,0,0,0,0,0,0,10,14,1,0,0,0,0,11,16,16,16,10,0,0,0,14,13,8,10,7,0
2156,0,0,11,16,8,0,0,0,0,5,16,12,15,0,0,0,0,10,12,9,11,0,0,0,0,7,15,15,6,0,0,0,0,0,14,16,11,1,0,0,0,1,14,11,12,15,3,0,0,7,16,2,0,11,12,0,0,1,10,15,16,16,6,0
2711,0,2,13,13,1,0,0,0,0,3,14,13,13,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,8,0,0,0,0,0,4,15,3,0,0,0,0,2,16,16,9,7,6,0,0,0,11,12,15,16,12,0
2175,0,0,1,12,15,6,0,0,0,0,5,13,1,12,0,0,0,0,2,11,1,15,0,0,0,0,0,10,11,9,0,0,0,0,0,6,16,6,0,0,0,0,10,15,4,13,3,0,0,0,12,2,0,1,14,0,0,0,1,10,10,8,15,1
2605,0,0,2,8,12,13,2,0,0,2,16,15,6,8,8,0,0,7,11,5,2,13,7,0,0,6,15,13,15,15,1,0,0,0,3,2,9,6,0,0,0,0,0,1,14,1,0,0,0,0,0,7,10,0,0,0,0,0,0,13,3,0,0,0
2394,0,0,2,13,13,2,0,0,0,1,15,13,15,4,0,0,0,5,13,1,14,2,0,0,0,0,2,12,14,0,0,0,0,0,0,8,14,14,1,0,0,0,0,0,0,13,7,0,0,0,3,8,8,15,2,0,0,0,2,14,11,4,0,0
481,0,2,13,16,13,9,2,0,0,1,13,5,4,4,2,0,0,0,12,5,0,0,0,0,0,0,14,16,13,3,0,0,0,0,1,4,8,12,0,0,0,0,0,0,3,16,0,0,0,7,8,4,8,13,0,0,0,3,10,14,12,4,0,0
546,0,0,5,15,13,3,0,0,0,0,15,7,10,15,1,0,0,0,16,4,2,15,8,0,0,1,10,16,16,16,4,0,0,0,0,0,0,12,7,0,0,5,2,0,3,16,5,0,0,7,14,8,14,14,1,0,0,1,8,16,11,1,0,0
297,0,0,7,10,12,16,14,1,0,0,10,15,12,15,15,1,0,0,0,0,1,13,11,0,0,0,0,0,5,16,10,0,0,0,7,12,15,16,9,0,0,0,9,15,16,3,0,0,0,0,3,15,8,0,0,0,0,0,9,15,2,0,0,0
3018,0,0,6,12,16,16,9,0,0,0,12,5,1,14,10,0,0,0,0,2,12,12,0,0,0,0,4,15,14,1,0,0,0,0,4,13,16,8,0,0,0,0,0,0,2,16,1,0,0,0,4,8,12,13,0,0,0,0,7,14,7,1,0,0
2415,0,0,0,7,12,2,0,0,0,0,5,14,9,3,0,0,0,0,16,8,0,0,0,0,0,3,13,0,0,0,0,0,0,4,9,12,14,7,0,0,0,1,11,12,8,7,11,1,0,0,4,10,2,0,11,5,0,0,0,6,13,14,14,1
2126,0,0,0,6,16,4,0,0,0,0,0,16,16,5,0,0,0,0,5,16,16,4,0,0,0,5,15,16,16,4,0,0,0,8,16,16,16,7,0,0,0,0,0,7,16,16,0,0,0,0,0,6,16,16,5,0,0,0,0,3,16,16,3,0
2924,0,2,11,10,12,13,7,0,0,7,16,13,11,12,5,0,0,4,16,4,4,1,0,0,0,4,16,16,16,16,5,0,0,0,2,2,1,13,8,0,0,0,0,0,0,14,6,0,0,0,9,5,13,14,0,0,0,0,15,12,9,2,0,0
2588,0,0,0,9,13,0,0,0,0,0,5,16,13,4,0,0,0,0,12,12,0,0,0,0,0,0,14,5,0,0,0,0,0,0,16,11,15,11,0,0,0,0,13,16,13,15,8,0,0,0,7,16,5,13,10,0,0,0,0,9,13,13,3,0
1524,0,0,3,10,13,1,0,0,0,2,15,10,16,3,0,0,0,2,4,1,16,4,0,0,0,0,0,7,16,0,0,0,0,0,7,14,16,12,3,0,0,2,13,15,13,9,2,0,0,0,0,13,8,0,0,0,0,0,1,15,3,0,0,0
3055,0,0,2,16,9,0,0,0,0,0,8,16,15,0,0,0,0,6,16,16,15,1,0,0,0,0,0,5,16,8,0,0,0,0,0,0,14,14,0,0,0,0,0,0,2,16,6,0,0,0,1,4,7,16,13,0,0,0,0,11,16,16,15,1
1321,0,0,0,10,11,0,0,0,0,0,2,16,7,0,0,0,0,0,7,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,16,16,9,0,0,0,0,10,14,2,14,3,0,0,0,6,14,1,14,5,0,0,0,0,7,16,15,1,0
1641,0,0,0,0,8,16,7,0,0,0,0,6,16,16,12,0,0,0,8,16,16,16,12,0,0,5,12,8,12,16,8,0,0,0,0,0,12,16,5,0,0,0,0,0,15,16,1,0,0,0,0,0,16,16,0,0,0,0,0,0,11,16,2,0
908,0,0,1,11,14,13,0,0,0,1,13,16,9,5,0,0,0,2,16,9,1,8,6,0,0,0,13,16,15,16,6,0,0,0,1,13,16,13,0,0,0,0,1,16,16,16,2,0,0,0,5,16,16,14,1,0,0,0,2,14,11,1,0,0
3041,0,0,0,8,15,4,0,0,0,0,4,16,11,4,0,0,0,0,15,13,0,0,0,0,0,5,16,7,0,0,0,0,0,7,16,13,12,12,1,0,0,3,16,15,12,15,12,0,0,0,11,15,9,15,13,0,0,0,0,8,15,13,6,0
3327,0,0,0,0,15,12,0,0,0,0,0,5,16,15,0,0,0,0,3,14,16,10,0,0,0,3,15,16,16,9,0,0,0,11,15,9,16,10,0,0,0,0,0,6,16,7,0,0,0,0,0,7,16,8,0,0,0,0,0,1,13,16,6,0
886,0,0,5,13,3,0,0,0,0,0,12,16,11,0,0,0,0,0,5,13,16,1,0,0,0,0,0,3,16,3,0,0,0,0,0,9,16,1,0,0,0,0,1,16,9,0,0,0,0,0,7,16,13,8,4,0,0,0,5,16,16,16,16,5
978,0,1,11,13,12,4,0,0,0,1,8,8,12,11,0,0,0,0,0,1,11,10,0,0,0,0,7,12,13,1,0,0,0,7,16,16,8,0,0,0,0,0,4,9,14,12,2,0,0,1,10,7,5,16,7,0,0,2,15,16,15,9,1,0
2380,0,0,3,12,16,15,4,0,0,0,14,16,14,16,6,0,0,1,11,3,13,13,1,0,0,0,1,14,12,1,0,0,0,0,3,16,14,3,0,0,0,0,1,6,16,14,1,0,0,0,14,13,14,15,0,0,0,0,4,16,15,5,0,0
478,0,0,0,7,15,6,0,0,0,0,7,16,4,1,3,0,0,2,16,10,0,14,13,0,0,6,16,7,4,16,8,0,0,6,16,16,14,16,6,0,0,1,7,9,16,13,0,0,0,0,0,4,16,7,0,0,0,0,0,10,12,0,0,0
3478,0,0,9,14,15,4,0,0,0,7,16,16,16,10,0,0,0,5,10,4,16,4,0,0,0,0,0,16,16,7,0,0,0,0,0,3,9,16,3,0,0,0,2,0,1,15,7,0,0,0,15,13,13,16,4,0,0,0,9,15,15,8,0,0
941,0,0,0,8,13,1,0,0,0,0,6,16,11,1,0,0,0,0,12,12,0,0,0,0,0,2,16,6,0,0,0,0,0,0,15,10,9,6,2,0,0,2,15,12,10,16,11,0,0,0,8,15,10,14,14,0,0,0,0,9,13,12,7,0
2623,0,0,12,16,12,16,3,0,0,0,14,14,8,8,1,0,0,0,7,15,1,0,0,0,0,0,1,14,11,0,0,0,0,0,0,6,16,1,0,0,0,0,0,0,12,11,0,0,0,2,7,6,14,13,0,0,0,0,12,16,16,6,0,0
192,0,2,14,16,9,0,0,0,0,8,16,13,16,3,0,0,0,10,9,5,16,2,0,0,0,1,0,8,14,0,0,0,0,0,0,14,10,0,0,0,0,0,5,16,5,0,0,0,0,3,16,16,11,6,1,0,0,2,13,16,16,16,12,0
3685,0,0,1,14,6,9,5,0,0,0,11,12,3,16,7,0,0,5,16,2,12,11,3,0,0,10,16,8,16,16,14,0,0,7,16,16,14,11,3,0,0,0,3,13,8,0,0,0,0,0,0,15,5,0,0,0,0,0,2,16,2,0,0,0
949,0,0,0,2,10,16,2,0,0,0,0,10,13,16,6,0,0,0,0,0,5,16,7,0,0,1,7,8,10,16,3,0,0,5,16,13,16,13,3,0,0,0,0,2,16,9,0,0,0,0,0,4,16,5,0,0,0,0,0,0,11,8,0,0
875,0,0,0,1,13,7,0,0,0,0,0,12,14,0,0,0,0,0,8,15,3,0,2,0,0,6,16,7,4,10,13,0,0,13,16,16,16,16,10,0,0,1,8,8,9,15,2,0,0,0,0,0,10,10,0,0,0,0,0,0,15,7,0,0
1726,0,0,0,8,15,1,0,0,0,0,1,15,15,1,0,0,0,0,8,16,5,0,0,0,0,0,12,15,1,0,0,0,0,0,15,7,0,0,0,0,0,0,14,14,12,7,0,0,0,0,8,16,12,16,7,0,0,0,0,7,15,16,13,0
2953,0,0,7,14,5,0,0,0,0,3,16,15,12,0,0,0,0,0,12,0,12,0,0,0,0,0,1,0,12,2,0,0,0,0,0,1,16,2,0,0,0,0,1,10,15,3,0,0,0,0,13,16,16,15,7,0,0,0,9,6,3,4,13,1
557,0,0,4,13,13,13,3,0,0,3,16,9,12,16,8,0,0,7,14,0,4,16,5,0,0,2,15,13,15,11,0,0,0,0,10,16,16,10,0,0,0,1,16,5,3,16,4,0,0,0,15,10,5,16,7,0,0,0,5,16,16,9,0,0
2489,0,0,6,12,14,2,0,0,0,1,16,14,13,11,0,0,0,0,5,3,9,13,0,0,0,0,3,9,16,8,0,0,0,0,4,12,12,15,7,0,0,0,0,0,0,9,14,0,0,0,4,8,6,12,14,1,0,0,6,16,16,15,4,0
364,0,0,5,13,14,1,0,0,0,0,14,16,16,9,0,0,0,0,10,16,16,14,0,0,0,0,2,12,14,16,2,0,0,0,0,0,8,16,2,0,0,0,0,4,15,16,2,0,0,0,5,16,16,14,0,0,0,0,4,14,15,1,0,0
2057,0,1,14,16,8,0,0,0,0,7,12,9,16,0,0,0,0,4,2,0,16,0,0,0,0,0,1,10,9,0,0,0,0,0,7,13,1,0,0,0,0,0,16,1,0,0,0,0,0,3,13,4,7,8,5,0,0,1,13,16,15,12,10,0
2186,0,0,14,8,0,0,0,0,0,3,16,15,4,0,0,0,0,1,10,14,9,0,0,0,0,0,0,9,13,0,0,0,0,0,0,8,13,0,0,0,0,0,1,12,15,3,0,0,0,0,11,16,16,16,12,2,0,0,13,14,2,1,3,1
3619,0,0,0,0,7,15,0,0,0,0,0,0,10,16,1,0,0,0,2,11,16,16,0,0,0,7,16,14,11,16,3,0,0,1,2,0,8,16,3,0,0,0,0,0,4,16,4,0,0,0,0,0,4,16,3,0,0,0,0,0,6,15,2,0
517,0,0,12,16,16,15,2,0,0,0,5,8,10,16,7,0,0,0,0,0,8,15,1,0,0,0,10,13,15,15,8,0,0,0,12,16,15,12,5,0,0,0,1,14,6,0,0,0,0,0,6,16,2,0,0,0,0,0,12,11,0,0,0,0
1295,0,0,7,15,13,3,0,0,0,0,16,16,16,16,1,0,0,5,15,7,7,16,5,0,0,8,12,0,0,15,5,0,0,6,16,0,0,13,7,0,0,5,16,1,2,16,4,0,0,3,16,9,14,15,0,0,0,0,9,13,12,3,0,0
2706,0,0,6,16,11,1,0,0,0,0,16,13,16,11,0,0,0,5,10,0,3,13,2,0,0,7,8,0,0,4,7,0,0,8,8,0,0,6,8,0,0,4,11,2,4,15,5,0,0,0,14,16,16,15,1,0,0,0,5,12,10,2,0,0
3591,0,0,8,16,16,4,0,0,0,5,16,8,13,10,0,0,0,6,11,1,14,7,0,0,0,0,0,6,16,1,0,0,0,0,0,15,9,0,0,0,0,0,8,14,2,0,0,0,0,0,16,9,0,2,3,0,0,0,10,16,16,12,3,0
